投稿日,曲名,ニコニコ,YouTube,出演者,イラスト,本家様,本家制作,今見れる？,備考
2021/12/17,プレゼント,－,https://youtu.be/WBSJdNKFIOw?si=HoN4jbQa5k8KXRlT,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,煮たか,オリジナル曲,DECO*27,〇,
2021/12/18,アニマル,nico.ms/sm39771123,https://youtu.be/ELPaWiiwsvo?si=wezzfr2u8XDEVnyz,うらたぬき,冥,nico.ms/sm39722490,DECO*27,〇,
2021/12/25,なにやってもうまくいかない,－,https://youtu.be/DuAy27VCJ7Q?si=ZPwyLKKuhyWEHKvs,浦島坂田船（うらたぬき・志麻・あほの坂田・センラ）,冥,https://youtu.be/vxoKuhPca-A?si=FIXtyq2OmpKjUWgN,meiyo,〇,
2021/12/30,え？あぁ、そう。 -10th Anniversary Edition-,－,https://youtu.be/wGTTj3MNb2A?si=VhJV16kDY-QMaxhI,うらたぬき・あほの坂田（うらさか）,ののまろ,https://youtu.be/sTZEvg55C34?si=nmqpi5wP_5X4c_br,蝶々P,〇,
,,,,,,,,,
2022/03/23,鈍色Wheels,－,https://youtu.be/XVtFW6xUjSs?si=OdgzyJNkGHjs8BtC,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,mochigome,オリジナル曲,HIKARI・TAKAROT,〇,舞台「アクダマドライブ」テーマソング・浦島坂田船アルバム「Toni9ht」収録曲
2022/04/28,うらたねこ♀,－,https://youtu.be/a_xTK-pig4I?si=wseCBRx6t1YtPMLD,うらたぬき,八三,オリジナル曲,HoneyWorks,〇,うらたぬきソロアルバム「Love!Love!」収録曲
2022/06/10,アンコール,－,https://youtu.be/3aZjBCyrtJI?si=4vNOLJ-Hy__lNNsu,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,八三,オリジナル曲,DECO*27,〇,浦島坂田船アルバム「Toni9ht」収録曲
2022/06/16,キスマーク,－,https://youtu.be/hhwCs2JRMAU?si=OapRjhtiuwp0QaJV,うらたぬき,RAHWIA,オリジナル曲,奏音69 ,〇,うらたぬきソロアルバム「Love!Love!」収録曲
2022/06/24,溺愛,－,https://youtu.be/3_x_HE37nus?si=Agk9tgx95IUZaZ9U,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,奏音69 ,〇,浦島坂田船アルバム「Toni9ht」収録曲
2022/07/01,ヨニゲーム,－,https://youtu.be/6tWzG4a-ifE?si=nn-1UsC-aeMXL2w6,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,トキチアキ,オリジナル曲,川谷絵音,〇,浦島坂田船アルバム「Toni9ht」収録曲
2022/07/06,ヒドイヒドラ,－,https://youtu.be/c3G3MPuux1g?si=QdxrU2PB8--7McrY,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,ののまろ,オリジナル曲,halyosy,〇,浦島坂田船アルバム「Toni9ht」収録曲
2022/07/08,マウントリタガール,－,https://youtu.be/Sqf90DTC5iA?si=1S9VzN3X6mQvKarn,うらたぬき,のう,オリジナル曲,かいりきベア,〇,うらたぬきソロアルバム「Love!Love!」収録曲
2022/07/16,どっちつかずLOVERS,－,https://youtu.be/qKHnTkjvm7k?si=kYv9-DS4PFnqgxky,うらたぬき・となりの坂田（うらさか）,ナス子,オリジナル曲,ナナホシ管弦楽団,〇,浦島坂田船アルバム「Toni9ht」収録曲
2022/10/20,ジャックオーランタン,－,https://youtu.be/5MYZJLIOIu4?si=MdscrIsdkKL5Bual,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,首藤義勝（KEYTALK）,〇,
,,,,,,,,,
2023/02/08,ラブレター（仮）,－,https://youtu.be/E_WPOuGJT0o?si=q-c8fP-3-vjNa8lk,うらたぬき,ここかなた,オリジナル曲,玉屋2060%,〇,うらたぬきソロアルバム「Love!Love!」収録曲
2023/03/03,ミダリニハルイロ,－,https://youtu.be/GMp63flg5O0?si=h1KYhGn0wrAB3WfM,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,ののまろ,オリジナル曲,Q-MHz,〇,浦島坂田船シングル「SHINY」収録曲
2023/03/12,絶景,－,https://youtu.be/_biqITZZxrM?si=yOZN5fMF9Nik8b74,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,烏屋茶房,〇,浦島坂田船アルバム「Plusss」収録曲
2023/04/01,†Peacock Epoch†,－,https://youtu.be/1_4E3miQzB4?si=KACTnmLR0gPxF-ko,†Darkness phantom chains†（Vo.:ウィッシュ高橋・Gt.:メゾン・ド・べる美・Ba.:けんた・Dr.:マスターオブBIGANKI）,－,オリジナル曲,halyosy,〇,初の実写MV・浦島坂田船シングル「SHINY」収録曲
2023/04/04,SHINY,－,https://youtu.be/CKiF_2IYfR4?si=oDrciMlMZsuU17Yx,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,アルセチカ,オリジナル曲,DECO*27,〇,TVアニメ「Opus.COLORs」OPテーマ・浦島坂田船シングル「SHINY」収録曲
2023/05/27,LoveLoveLove,－,https://youtu.be/ZR6RRnWgXfQ?si=YwrtY3oUvWvbJmGV,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,煮たか,オリジナル曲,みきとP,〇,浦島坂田船アルバム「Plusss」収録曲
2023/06/09,シャドウ,－,https://youtu.be/HL1XMvimW6A?si=zKf-2Oz_rh7gDzz1,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,冬臣,オリジナル曲,センラ,〇,浦島坂田船アルバム「Plusss」収録曲
2023/06/16,獣王無尽,－,https://youtu.be/lzIyevaZHxg?si=GCEaHdrI0TY5fLn3,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,八三,オリジナル曲,halyosy,〇,浦島坂田船アルバム「Plusss」収録曲
2023/07/04,"We can fly away, NEW SKY!",－,https://youtu.be/duu-EeD0CKQ?si=PUOi1LtB71xg7bKa,うらたぬき・となりの坂田（うらさか）,夏生,オリジナル曲,Q-MHz,〇,浦島坂田船アルバム「Plusss」収録曲
2023/07/16,全愛不問コスモスナニカ,－,https://youtu.be/SvHV0l0KaY4?si=0g2BENk20VbOQQYC,うらたぬき,アルセチカ,オリジナル曲,Q-MHz,〇,うらたぬきソロアルバム「Flower」収録曲
2023/07/21,生き証人,－,https://youtu.be/E7FFi2N4fas?si=tLcHVKvRbORnRe6J,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,狂zip,オリジナル曲,堀江晶太,〇,浦島坂田船アルバム「Plusss」収録曲
2023/07/28,Jasmine,－,https://youtu.be/ME_62xTHUOw?si=k9geS6l8t9qOXEx1,うらたぬき,ののまろ,オリジナル曲,WHITE JAM,〇,うらたぬきソロアルバム「Flower」収録曲
2023/08/09,マリーゴールドを君に捧げる,－,https://youtu.be/fCjTfWae5yA?si=tBsvl_8bjJt3vssf,うらたぬき,アルセチカ,オリジナル曲,辻村有記,〇,うらたぬきソロアルバム「Flower」収録曲
2023/10/14,おーるでい・おーるにゃいと,－,https://youtu.be/6a3ebOdM5LQ?si=FPbGtZd-bMABh8N1,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,TAKAROT・TOPHAMHAT-KYO （FAKE TYPE.）,〇,
,,,,,,,,,
2024/02/13,ゼンシンゼンレイ好きさ,－,https://youtu.be/kN8SXZ0jJtI?si=JIdmZzYRiUb0zCv0,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,アルセチカ,オリジナル曲,佐藤純一(fhána),〇,浦島坂田船アルバム「Weddiing」収録曲
2024/03/08,祭唄,－,https://youtu.be/BmR81BZYxUk?si=GImsqwVBo_-hQpQR,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,烏屋茶房,〇,浦島坂田船アルバム「Weddiing」収録曲
2024/03/16,SAKURA FUBUKI,－,https://youtu.be/PplgxcBTFfM?si=uijNqd9w1tgXnMQ_,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,吠L,オリジナル曲,首藤義勝（KEYTALK）,〇,
2024/03/29,Bling‐Bang-Bang-Born,－,https://youtu.be/g61mAqXl0jM?si=mwRjvolm8y5t3piM,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,アルセチカ,https://youtu.be/mLW35YMzELE?si=UV8xrzRN06bkH_jo,Creepy Nuts,〇,
2024/04/10,フレテ,－,https://youtu.be/pyWcT9LCpg8?si=A8ChJ0fNhWXDNJ79,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,宮田トヲル,オリジナル曲,halyosy,〇,浦島坂田船アルバム「Weddiing」収録曲
2024/06/22,シックスセンス・ベル,－,https://youtu.be/V1GMqv-wOMg?si=9GzWE-CSa3PnHqVD,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,RAHWIA,オリジナル曲,ピノキオピー,〇,浦島坂田船アルバム「Weddiing」収録曲
2024/06/28,むしろ Why？,－,https://youtu.be/JbzG1p202J4?si=w5qqiIt5ZknxjaWX,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,ドルストイ,オリジナル曲,ピノキオピー,〇,浦島坂田船アルバム「Weddiing」収録曲
2024/07/12,妄想注意報,－,https://youtu.be/VrGiz98gndU?si=uxDStIu41w5ww6XI,うらたぬき・となりの坂田（うらさか）,たま,オリジナル曲,DECO*27,〇,浦島坂田船アルバム「Weddiing」収録曲
2024/08/05,ワガママOnly Mine,－,https://youtu.be/B5Pipv7sbKg?si=FNUhLaquNfl_QTSm,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,楢󠄀島さち,オリジナル曲,辻村有記,〇,
2024/09/07,パイレーツオブ宇宙！,－,https://youtu.be/f0Zvmvp5upE?si=vCjpQO6wyV2F6xx5,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,月森フユカ（線画）・りょふ彦（着色）,オリジナル曲,ナユタン星人,〇,
2024/10/04,GENTLEMEN'S NIGHT,－,https://youtu.be/M0D45j-0p78?si=Bd_yeJvJGuam7xOb,浦島坂田船（うらたぬき・志麻・となりの坂田・センラ）,鈴ノ助,オリジナル曲,ひとしずく×やま△,〇,
